Kms_Driven,Present_Price,Fuel_Type,Seller_Type,Transmission,Age,Selling_Price
99062,15.294109369312862,Petrol,Dealer,Manual,9,10.70621205795555
71143,17.54766348997949,CNG,Individual,Automatic,11,11.318002592165476
72822,15.343674654844111,Petrol,Dealer,Automatic,10,8.827035331175903
87824,18.159682074075224,CNG,Dealer,Manual,8,10.796449226440256
109822,17.90486020252117,CNG,Individual,Manual,10,10.305192763262651
73823,16.09402124642781,CNG,Dealer,Manual,10,10.42914817225788
74756,22.22144129156472,Diesel,Dealer,Manual,7,17.637187299487394
70250,15.90699703142267,Petrol,Dealer,Automatic,7,11.107438791565698
86822,20.078428265035672,CNG,Individual,Manual,9,13.011907964522663
93063,18.877168445285868,Petrol,Dealer,Manual,11,10.787535485389338
63821,21.20404026066047,Diesel,Dealer,Manual,9,13.226647468047808
68044,23.14744093812693,Diesel,Dealer,Manual,5,12.34001614094576
54825,17.769014267101838,Diesel,Dealer,Automatic,7,12.516969365973583
73821,13.933555452598403,Diesel,Dealer,Automatic,8,8.434706314157571
57649,17.849837010616103,Petrol,Individual,Manual,7,10.105895773872366
108163,17.088571959402675,Petrol,Dealer,Automatic,10,7.49113224382625
108384,17.283311654967463,Diesel,Individual,Automatic,13,7.946254308511821
100024,15.58958343154083,Diesel,Individual,Manual,12,6.337843379308894
55321,15.735619567601097,Petrol,Dealer,Automatic,8,10.22997742767324
69575,23.76426712471864,Petrol,Dealer,Automatic,6,16.40397067183703
63621,20.20845202027548,Diesel,Individual,Automatic,8,14.001152153129553
60602,22.69945456571423,Diesel,Dealer,Automatic,6,15.056093959261588
78948,23.1476536749404,Diesel,Dealer,Automatic,9,10.221680115297923
53286,15.03533230092888,Diesel,Dealer,Automatic,9,10.094794055398191
53881,17.251019563097216,Petrol,Individual,Manual,6,12.013270406203716
67389,15.216707784479386,Diesel,Individual,Automatic,6,9.83615614368762
49803,23.8815594909072,Diesel,Dealer,Automatic,7,15.293318040971752
72809,19.490804135354377,Petrol,Individual,Manual,8,14.405352022473084
44287,16.584419833941034,Diesel,Dealer,Automatic,4,9.257196726125551
65822,13.872332713226726,Petrol,Individual,Manual,8,7.467209207654896
81821,19.014214157946952,CNG,Dealer,Manual,10,11.073555747813764
81272,15.757753434537648,Petrol,Dealer,Automatic,9,10.608932994959012
40893,18.330472086884512,Diesel,Dealer,Automatic,4,14.112726452611806
57616,15.610755823588434,Petrol,Dealer,Automatic,10,10.526232860528149
59093,18.698231819556224,Petrol,Dealer,Automatic,6,14.614747056443656
89821,19.04354450341301,Petrol,Dealer,Automatic,9,11.941933547605103
53823,18.87803356715429,Diesel,Dealer,Automatic,9,14.647232158019104
116250,14.975516572327564,Petrol,Dealer,Manual,13,7.614374822262164
81823,19.58813826349775,Diesel,Dealer,Manual,7,11.517260046503914
80499,20.565706038230573,Diesel,Dealer,Automatic,8,11.429384185213149
74321,14.76685012332458,CNG,Dealer,Manual,6,9.792179468219189
41224,13.800475500262248,Diesel,Dealer,Manual,5,10.126618774451646
88822,17.041154270627736,Diesel,Dealer,Automatic,12,10.669498539427174
93959,14.55878145168816,Diesel,Dealer,Manual,11,10.44720488363386
83364,11.405022625252265,Petrol,Dealer,Automatic,13,6.831659048997061
83821,18.74016149648628,Petrol,Dealer,Manual,8,10.543944679867362
90261,15.075374885157332,CNG,Dealer,Automatic,12,8.442440258620751
93022,14.453526764260502,Petrol,Dealer,Automatic,12,6.176608400530688
77821,14.322158077760278,Petrol,Individual,Automatic,10,10.921057542373628
83821,18.4539255045426,Petrol,Dealer,Manual,8,12.436228747831295
83821,16.961739970468464,CNG,Dealer,Manual,7,10.79599588691649
48900,14.634810055653292,Diesel,Dealer,Automatic,6,8.745585240477169
100821,15.860664666264578,Petrol,Individual,Automatic,20,8.269015939050904
63345,16.32611124991721,Diesel,Dealer,Manual,7,12.429102717151574
85528,12.7887849735386,Petrol,Individual,Manual,8,7.289185388125771
88823,13.493938123449356,Petrol,Dealer,Manual,11,5.723966574914243
53823,21.238820893982087,Petrol,Dealer,Automatic,8,13.482562731395117
103823,12.810470038970454,Diesel,Individual,Automatic,17,5.722282943114113
64693,15.387241860077207,Petrol,Dealer,Automatic,7,11.42844241593322
75823,16.72446082527422,Diesel,Dealer,Automatic,7,13.740739886881492
143530,36.52442436118846,CNG,Individual,Automatic,11,20.688414765812897
78821,41.52832057381545,Diesel,Dealer,Manual,8,28.69324212881736
53822,27.74388359629666,Petrol,Dealer,Manual,4,24.368108013120832
173823,38.93525916954487,Petrol,Individual,Automatic,8,19.79619101100556
108821,24.486764719291365,Petrol,Dealer,Automatic,13,9.330959971760064
88821,27.232627351576586,Petrol,Dealer,Manual,13,8.94891403922659
78306,16.23910152421743,Diesel,Dealer,Manual,9,8.652203880293076
79821,43.74756160134368,Diesel,Dealer,Automatic,9,25.832914374255743
79410,16.792728330529375,Diesel,Individual,Manual,8,9.903930980231646
116822,45.520466424014025,Petrol,Dealer,Automatic,9,24.70147236281402
85822,43.91756457516991,Petrol,Dealer,Automatic,6,29.25370275473663
44821,44.48063106988726,Diesel,Dealer,Automatic,7,38.46943483723035
83821,16.09989638009531,Diesel,Dealer,Manual,8,9.9756958349367
49822,32.63519497131462,Petrol,Individual,Automatic,5,22.624182611451097
126822,23.758966988804872,Petrol,Dealer,Manual,11,8.183156771353312
121820,17.235511137575507,Diesel,Dealer,Automatic,8,10.856198956870276
74821,14.964089746196713,Petrol,Individual,Manual,8,9.322775683976976
127821,39.58211050813613,Diesel,Dealer,Automatic,10,20.98347059791637
53822,34.127364024723974,CNG,Dealer,Automatic,6,27.010769709350647
76823,22.91384328090837,CNG,Dealer,Automatic,7,17.29516216082969
116823,102.29903347866878,CNG,Individual,Manual,13,39.52649256713538
94822,23.31419884978039,Diesel,Dealer,Automatic,10,10.995453091349129
78821,16.90308536696051,Petrol,Individual,Automatic,7,10.352916418894711
100823,27.58951067911548,Petrol,Dealer,Manual,14,9.745236614571128
97064,24.165078225697272,CNG,Dealer,Manual,9,14.941679492448577
78823,39.17246471327443,Diesel,Dealer,Automatic,7,27.923274357479247
110821,27.499964070042715,Petrol,Dealer,Manual,11,8.837424091888431
67822,33.613487047528935,Diesel,Dealer,Manual,5,27.90447285825
47523,26.98824090438508,Petrol,Dealer,Manual,7,22.77583605739132
83820,27.7931089233731,Diesel,Dealer,Manual,9,12.438679047513372
88847,29.06727376402456,Diesel,Dealer,Automatic,11,14.306268652620188
40222,10.606358072803111,Petrol,Individual,Automatic,6,5.965066835012083
42821,9.402263993736806,CNG,Individual,Automatic,5,6.8530530714790405
44820,10.666617749628996,Diesel,Individual,Manual,8,5.9948072792195655
45823,11.888334761442248,Diesel,Individual,Automatic,7,6.8998324421365815
52821,10.604240441601698,Petrol,Dealer,Manual,8,7.444665159771297
44224,10.476960204667728,Diesel,Dealer,Manual,8,5.410877214215491
45721,11.629317301372277,Diesel,Individual,Automatic,12,6.045835946925944
45823,10.972433066275467,Diesel,Individual,Manual,7,4.30353646335974
50621,9.953115670696084,Diesel,Individual,Automatic,6,6.165055097849387
54822,8.321353553031903,Diesel,Individual,Manual,10,4.333523977827891
70821,9.827369662621551,Petrol,Dealer,Manual,10,6.112342766382344
63823,10.351506592692225,Petrol,Dealer,Manual,5,5.821604608002681
63823,9.484390861815326,Diesel,Dealer,Automatic,8,6.177949579585499
53821,10.845129072003273,Petrol,Dealer,Automatic,10,5.170578077353727
44822,8.744369788758316,Petrol,Individual,Manual,11,5.335180571696537
51821,10.702627055917109,Petrol,Dealer,Manual,11,5.269816395663098
46822,8.007092553146924,Petrol,Dealer,Automatic,10,6.63741663329893
43123,9.569199403094268,Petrol,Individual,Automatic,7,5.719225549698379
53821,8.61808793474279,Petrol,Individual,Automatic,7,5.498802765400953
61822,9.702486442933306,Petrol,Individual,Manual,8,7.616893978183789
47423,8.437214599961779,Petrol,Individual,Manual,6,5.540629390866613
53324,10.797488302608333,Petrol,Individual,Manual,11,3.572885736558772
65821,8.823859328882973,CNG,Individual,Automatic,12,6.544453581547618
39821,9.932428414137563,Petrol,Dealer,Automatic,6,7.347060422537899
50821,7.567039725368112,Petrol,Individual,Manual,9,3.678984094444536
45522,10.778278446094324,Petrol,Dealer,Manual,8,6.258522520774463
52523,8.401099784018864,CNG,Individual,Manual,11,4.794462482387836
40122,8.945552975460771,Petrol,Dealer,Automatic,6,7.157018758367142
113823,9.605978114344005,Petrol,Dealer,Automatic,13,5.16186194697944
68821,9.732911433916122,Petrol,Individual,Automatic,11,5.499363773472708
68822,9.987586418204495,CNG,Dealer,Automatic,9,4.730734135117226
40722,8.760715000041067,Diesel,Individual,Automatic,12,5.752410025814522
56822,7.725962306715932,Diesel,Dealer,Manual,10,6.674366521510878
73823,8.594640794239366,Petrol,Individual,Automatic,5,3.9074045656989127
131054,10.00907956905185,Diesel,Individual,Manual,15,4.3608877470511365
73619,15.203751717321456,Petrol,Individual,Automatic,5,10.490927296569296
74599,12.338259015131678,Diesel,Dealer,Manual,11,9.692115719532744
82358,24.51045399939461,Petrol,Dealer,Automatic,6,16.05047136632908
61493,22.73043482762401,Diesel,Individual,Manual,7,15.94270176502895
74922,19.03357488702626,Diesel,Dealer,Automatic,10,10.788181242355718
74819,19.52146152164947,CNG,Dealer,Manual,14,8.258347409633776
70823,15.32318708325366,CNG,Dealer,Manual,11,8.725595274777806
116455,15.91968315126039,Petrol,Individual,Manual,9,11.801969987758774
100205,19.03634759976559,CNG,Individual,Manual,8,13.006060977612751
75019,19.01774928290856,Petrol,Dealer,Manual,10,11.67794483783685
61339,13.310198238596096,Diesel,Dealer,Automatic,10,5.236930805918374
98822,17.815425190066087,Diesel,Individual,Manual,11,10.77793083786538
83823,19.126101286938383,Diesel,Dealer,Manual,12,12.710195398000373
99063,18.06265063138966,Petrol,Dealer,Automatic,9,9.475698094829472
62530,13.053403817793408,Petrol,Dealer,Manual,11,9.089030405255292
74686,15.89462561022122,Petrol,Individual,Automatic,7,10.102887763617392
87821,19.52185195997523,Petrol,Dealer,Manual,9,9.70799123261451
86821,19.975866206102832,Diesel,Dealer,Manual,9,11.58069943515531
63822,22.504365790541307,Petrol,Dealer,Manual,9,12.587575040340068
74877,15.39780310037576,Petrol,Individual,Manual,8,9.28894314996244
68044,22.156801025145302,Diesel,Individual,Automatic,7,13.453067283143907
78848,14.490632553558942,CNG,Dealer,Automatic,7,8.020567276871276
58256,17.83995514757202,Diesel,Individual,Automatic,7,13.700423268031972
57821,15.81775759956772,Petrol,Dealer,Automatic,5,11.489262427771976
57648,18.161572581541748,Petrol,Dealer,Automatic,7,11.465303363746395
69574,24.615421579164305,CNG,Individual,Automatic,9,16.816297250731708
63622,22.91268271990728,Petrol,Dealer,Automatic,8,12.969164055203528
60603,22.347743856624497,Petrol,Dealer,Manual,7,15.968166914002529
78948,21.12932271939402,CNG,Dealer,Manual,10,11.838766490783618
101820,22.74697583183368,Diesel,Dealer,Manual,8,12.273225264454885
82821,13.966350921492891,CNG,Individual,Automatic,8,9.974355373415154
70249,13.594143571833362,Diesel,Dealer,Automatic,7,9.606401484679036
50824,15.870416409398192,Petrol,Dealer,Automatic,7,11.392677735626282
76822,19.12956843561858,Petrol,Dealer,Automatic,13,8.886267686265317
71843,14.629849930129922,Petrol,Individual,Manual,7,8.164986668926781
98821,15.288169538930015,Petrol,Dealer,Manual,7,9.96159027873444
126757,21.06062879007342,Petrol,Dealer,Automatic,13,9.263216006355998
44285,14.574891571317346,Diesel,Dealer,Manual,6,10.278373433014307
65821,14.377818337189302,Petrol,Dealer,Manual,7,9.782546414354783
81821,18.81525904348772,Diesel,Dealer,Manual,10,9.90856614968975
57617,16.44486788624285,Petrol,Dealer,Manual,7,11.536588723213008
89821,19.776956697395924,CNG,Individual,Manual,7,12.191882633415812
53822,19.17530024576153,Petrol,Dealer,Automatic,9,13.250825589153976
80501,20.26005446553917,CNG,Dealer,Manual,8,12.74212336107151
81822,17.867888612606468,Diesel,Dealer,Automatic,7,12.407144546046249
63820,14.388158003418418,Diesel,Dealer,Automatic,8,6.464169191566198
41223,14.563945761776203,Diesel,Dealer,Automatic,7,11.426987984801736
93960,15.499690825965184,Petrol,Dealer,Automatic,8,8.213973897202731
83823,18.228526478106367,CNG,Dealer,Manual,8,13.49178453580192
90259,15.27853048951977,Diesel,Individual,Automatic,9,8.182696002162825
77819,15.814728044341122,CNG,Dealer,Manual,8,10.393617782775618
83823,18.065390235010675,Petrol,Individual,Manual,8,10.005477373682815
100822,16.39044477726882,Diesel,Dealer,Automatic,19,8.304305927815602
63346,17.40143401028541,Petrol,Dealer,Manual,7,10.10120084491538
84602,17.653547449611793,CNG,Dealer,Automatic,9,10.34569535386214
103355,13.741419095887364,Petrol,Dealer,Automatic,9,7.677503720915135
64692,15.858444826624552,Petrol,Individual,Automatic,7,11.357674180924244
75821,18.05138250418696,Petrol,Dealer,Automatic,5,14.165346361813858
78821,40.55587303363516,Petrol,Dealer,Automatic,7,28.18713965179446
53822,27.97241902277924,CNG,Individual,Automatic,4,22.481199221899445
173821,39.33504799559899,CNG,Individual,Automatic,10,20.51167353329185
128821,19.879738117498253,Diesel,Dealer,Manual,18,8.904158780228283
108821,22.70269366577232,Petrol,Dealer,Automatic,14,8.18642464292607
79355,15.233509921134024,Diesel,Dealer,Manual,7,12.22153691163268
78305,16.373062706831384,Petrol,Dealer,Manual,7,8.143457731741112
78823,27.647268660320584,Petrol,Dealer,Manual,8,12.406522555893511
116822,45.71107906922742,Diesel,Dealer,Manual,8,24.176242059544904
83821,16.712526975510094,Diesel,Dealer,Automatic,8,8.851854702863731
97822,28.615146646751413,CNG,Individual,Automatic,12,13.624478460358578
94825,29.14465552742518,CNG,Dealer,Manual,11,13.332711210885634
121822,18.650862240777386,Diesel,Individual,Manual,10,9.04798958552952
118821,31.770772262768297,Petrol,Dealer,Manual,11,9.32675670857292
127821,38.70889208824189,CNG,Dealer,Automatic,10,19.53734722463385
61821,24.460732128452342,CNG,Dealer,Automatic,7,21.77447053714449
76824,21.48844866972717,Petrol,Dealer,Automatic,7,18.452002402649647
235999,23.2897997008479,Diesel,Dealer,Manual,19,8.26765945781946
180822,30.13886552896159,Petrol,Individual,Automatic,16,8.360870508958168
116822,101.90461741972145,CNG,Individual,Manual,13,40.78357348304213
94822,23.09840674957779,Diesel,Dealer,Manual,10,7.475380821029399
85822,17.086336441485347,Petrol,Dealer,Automatic,9,8.092120279635779
100820,28.36053237752218,Petrol,Dealer,Automatic,14,9.63886255172672
97064,25.63044268997065,Diesel,Dealer,Automatic,8,16.911382149781147
113822,22.09096832189497,Diesel,Dealer,Automatic,17,7.493159023447762
78822,40.25491436694949,Petrol,Dealer,Manual,7,27.09214361718035
47519,27.130861140088363,CNG,Individual,Automatic,6,20.825414469311408
83822,27.504192776791225,CNG,Individual,Automatic,11,12.7550184879821
88845,28.93993577995581,Diesel,Individual,Automatic,14,14.70887823900709
40222,9.253481590952614,Petrol,Individual,Manual,6,6.560224487874443
42821,9.63031752707999,Petrol,Individual,Manual,5,5.510745502473407
60522,12.26786363395583,Diesel,Individual,Automatic,10,6.970078842314191
55322,11.332729267662998,Diesel,Individual,Automatic,8,5.36762757100146
49821,12.305140576621556,Diesel,Dealer,Automatic,5,5.461048160103542
47522,9.845840973710771,Diesel,Individual,Manual,6,5.161949712764647
45821,8.374338812965146,Petrol,Individual,Automatic,8,7.361150837014245
44222,11.1199417982828,Diesel,Dealer,Automatic,10,7.907263973313666
85320,7.995185669898782,Diesel,Individual,Automatic,10,5.7458716689882925
55421,9.3090285213719,CNG,Individual,Automatic,7,5.5992792809830005
70822,10.607659117042015,Diesel,Dealer,Automatic,11,4.815811538559304
67822,10.594506444991728,Petrol,Dealer,Manual,8,5.609194465331791
62823,9.80964184975096,Diesel,Dealer,Automatic,7,7.048199817560108
69821,9.1822463042359,Petrol,Individual,Manual,7,4.424728159907208
51822,9.013986979132994,Petrol,Individual,Automatic,10,4.474579034741214
46821,10.850403169996932,Petrol,Dealer,Automatic,8,5.321110367759671
53822,10.110781738163888,Diesel,Individual,Automatic,7,5.099700526511766
61822,10.431721363103213,Petrol,Individual,Manual,7,3.952172066325439
47421,8.981968951754482,Petrol,Dealer,Automatic,5,5.672866623198608
42820,9.363603339184548,Diesel,Individual,Manual,7,6.65840364024477
61821,9.15131978996303,Diesel,Dealer,Manual,9,6.797827483791701
52821,9.717643781376417,Petrol,Dealer,Manual,6,5.642762552569424
39322,9.816564624478517,Petrol,Individual,Manual,5,6.064483059648072
113821,9.915900049506954,CNG,Dealer,Manual,13,6.02731710791991
62823,9.867058048910163,Petrol,Dealer,Manual,8,4.306898722331737
57821,8.461910024690534,Petrol,Dealer,Automatic,8,6.781433514252623
251822,9.8273584068111,Diesel,Individual,Automatic,13,4.965933879322132
68822,9.96309864136303,Diesel,Dealer,Manual,10,6.975089296434959
40723,9.647683136100287,Petrol,Individual,Automatic,14,4.686502249765302
60823,8.582685929752637,Diesel,Dealer,Manual,13,7.002436854694532
93821,9.228105142604871,Petrol,Dealer,Automatic,18,3.922500367298991
87821,9.940760350319165,Diesel,Individual,Automatic,17,4.717246511483695
88822,10.835898341623253,Diesel,Dealer,Manual,12,6.575912615380541
73821,9.100749168230497,Diesel,Dealer,Automatic,7,5.509636565122153
538821,10.686196161263409,Petrol,Dealer,Manual,16,4.288818529319101
73822,8.390512794258646,Petrol,Individual,Automatic,12,5.788594787878519
131055,8.14144753237213,Diesel,Dealer,Automatic,17,5.6645049526750535
67104,12.453642397079836,CNG,Dealer,Automatic,7,6.872979417093914
51301,14.86099001140312,Petrol,Dealer,Automatic,6,10.838979247068808
73619,14.279094205729653,Petrol,Dealer,Automatic,6,9.86199333430052
42258,17.82436366441076,Diesel,Dealer,Automatic,5,12.698790131300626
59948,13.472193378246011,Diesel,Dealer,Manual,6,9.893685504756808
74595,14.0627317571838,Petrol,Dealer,Manual,10,8.82220808410063
82357,22.07521376629746,Petrol,Dealer,Automatic,7,17.50182091548108
61491,21.46374361648987,CNG,Dealer,Manual,6,18.97775443332221
74823,16.906147125022642,Diesel,Dealer,Automatic,12,8.639009918998543
77311,12.99848138348939,Diesel,Dealer,Automatic,5,8.74791946816487
70821,15.20699709442593,Diesel,Individual,Automatic,10,10.2296528276784
116454,16.305987272519154,Petrol,Dealer,Automatic,9,11.15999301516808
75020,16.148728898842432,CNG,Dealer,Automatic,8,9.37264901300503
61339,12.609417579623022,Petrol,Dealer,Manual,12,6.617999647170867
63500,15.227168907693528,Petrol,Dealer,Manual,8,10.607486654942656
98821,16.74336573257522,CNG,Dealer,Automatic,12,10.261148691924516
90953,15.658718327375588,CNG,Dealer,Manual,11,8.099063287655879
83822,17.194792341720593,Petrol,Dealer,Automatic,10,11.722557574786691
51721,22.71850544462322,CNG,Dealer,Automatic,8,15.889351354863784
50672,13.243468454151984,Diesel,Individual,Automatic,6,7.702305754543381
106822,21.964695677252024,CNG,Dealer,Automatic,8,16.85275908715036
99063,18.05136492357113,Petrol,Dealer,Automatic,10,10.629248049420084
62530,14.38677546024364,Petrol,Dealer,Manual,10,7.7358412705880735
74688,16.740321775073678,Diesel,Dealer,Automatic,8,10.283775903886127
72822,13.989380472051328,Petrol,Dealer,Manual,8,9.005098773991865
87823,14.7940261142881,Petrol,Dealer,Automatic,10,11.423709367661925
109820,19.005643731046487,CNG,Individual,Automatic,10,10.788844980509053
55822,16.403736916774065,CNG,Dealer,Manual,4,10.62658930161808
74756,22.34573884181868,Diesel,Dealer,Automatic,7,18.809236056824567
95521,17.47030270606418,Diesel,Individual,Automatic,10,7.996413570006232
70249,13.516610566778247,Petrol,Individual,Automatic,6,10.089185498449105
86822,18.78472736874978,Diesel,Dealer,Manual,9,11.30906385350886
93062,18.8512625796194,Diesel,Dealer,Automatic,10,10.703624785602956
92496,13.095479062204417,Diesel,Dealer,Manual,10,9.593664246638175
88384,21.790222756287527,Petrol,Dealer,Manual,5,14.791174431271358
74875,14.652957538596484,Diesel,Dealer,Automatic,9,8.734257588260542
68045,21.66748361604315,Diesel,Dealer,Manual,7,12.497704346963063
73823,15.88128551778326,Diesel,Individual,Automatic,10,9.68459624254598
58257,17.07017335338547,Petrol,Dealer,Automatic,6,14.109319482683324
57649,19.972620215347444,CNG,Dealer,Manual,7,11.591559549700282
100023,17.41513222352846,Petrol,Individual,Automatic,14,7.470273116179984
55323,16.10250620063874,Petrol,Dealer,Automatic,8,11.016804404634854
63623,23.16779051421311,Petrol,Dealer,Automatic,7,12.783553924421511
78948,22.153177048196625,Diesel,Dealer,Manual,9,12.421029540690276
101822,21.9887454706885,CNG,Dealer,Automatic,8,13.135302903404302
47832,21.463346133360808,Petrol,Dealer,Manual,5,14.8836203622578
82822,16.18838799636151,Diesel,Dealer,Automatic,8,9.462604379025256
76822,20.30912145747613,Petrol,Dealer,Automatic,11,8.784346204015941
71842,16.116993587253372,Petrol,Dealer,Manual,9,8.638846275739626
98899,21.78130260750465,Petrol,Dealer,Automatic,9,13.608513495556137
72810,19.39586567741564,CNG,Individual,Manual,6,12.681600573680306
98822,14.145200985453124,Petrol,Individual,Automatic,9,9.87731046256382
126756,19.422413411853533,Diesel,Dealer,Automatic,13,8.25857791665868
47821,21.51014349824096,Diesel,Dealer,Manual,5,15.625230327555336
44286,14.767023706542362,Diesel,Dealer,Automatic,7,10.296684865423217
65822,15.902412844934712,Petrol,Dealer,Automatic,8,7.464558201278914
45721,17.566399713933727,Petrol,Dealer,Automatic,5,11.266367748880771
44021,13.390099141849037,Petrol,Dealer,Manual,12,7.810198971334445
57617,16.197113292010002,CNG,Individual,Manual,7,12.376663891777577
72251,18.503263109191884,CNG,Dealer,Manual,8,11.57342565112718
59093,18.339024987733293,CNG,Individual,Manual,5,15.898223807891554
40955,12.022404051541644,Diesel,Individual,Automatic,5,6.3617879601569705
53822,18.25200585901515,Petrol,Dealer,Automatic,8,10.52652768342926
116249,15.337096144458986,Petrol,Dealer,Manual,13,6.726281120855349
81823,20.021740023317868,Petrol,Dealer,Automatic,6,11.552104786906655
80501,21.02067947020332,Diesel,Dealer,Manual,7,10.987495426828067
74323,13.296297375839629,Diesel,Individual,Manual,9,8.753538972918008
80263,19.243842035797208,Petrol,Individual,Manual,13,7.135736009346097
41221,14.103298967930089,Petrol,Dealer,Manual,4,12.07881189031895
88818,15.180065961618885,Diesel,Dealer,Manual,12,8.570127005077865
55021,15.153435442647226,Petrol,Dealer,Automatic,5,10.495012717563664
83364,15.1363878693828,Petrol,Dealer,Automatic,12,6.631895425546497
83823,21.161729074654925,Petrol,Individual,Manual,6,11.199203198307154
90260,15.917718141802766,Diesel,Individual,Manual,11,8.49263702483944
77820,18.287386194982908,Petrol,Dealer,Automatic,9,10.458068255201589
83822,20.67007651555609,CNG,Dealer,Manual,7,13.122750889736771
88820,16.526565279353647,CNG,Dealer,Automatic,13,6.657228007774851
87588,15.63004548027077,Petrol,Dealer,Automatic,7,8.784956561242685
165824,11.682629504481673,Petrol,Individual,Automatic,20,5.802273785742849
100821,17.546661323486706,Petrol,Individual,Manual,19,8.807508710839812
53824,19.07357177673162,Diesel,Dealer,Automatic,8,11.02801648942433
103354,12.547741286112998,Petrol,Dealer,Automatic,9,9.014327033174908
103821,11.881331239004243,Diesel,Dealer,Manual,16,5.284364179045063
64691,17.81522524280604,Petrol,Dealer,Automatic,7,10.87130745835918
75822,16.852200797430175,Diesel,Individual,Manual,4,11.03497342580711
143530,39.16894176418337,CNG,Dealer,Automatic,11,20.288173776873144
78821,40.47787132865815,Diesel,Dealer,Automatic,8,29.06136369411366
53822,27.07997521210969,Diesel,Individual,Automatic,7,23.297592121943744
173821,39.80207302563345,Diesel,Individual,Automatic,10,20.970957812389056
128823,20.03597677111197,Petrol,Individual,Automatic,19,9.39106603767122
79823,45.15455145562984,Diesel,Dealer,Automatic,8,25.97146556223836
78821,26.294221710633607,Petrol,Individual,Manual,7,12.22132798302646
116821,42.74848867604887,Petrol,Dealer,Automatic,8,24.156820800809644
85821,46.09885205098741,CNG,Individual,Automatic,8,29.34545050513222
44822,45.83511564843053,Diesel,Individual,Automatic,5,38.90522275967464
83821,15.317424858655812,CNG,Dealer,Manual,8,9.423496085187864
49823,32.65487782107444,Petrol,Individual,Automatic,6,23.938987444663866
109822,14.004212313245125,CNG,Dealer,Automatic,9,8.738087197970822
81823,12.924483434454949,Diesel,Dealer,Automatic,12,7.814001358173435
121821,18.477068414952694,Petrol,Dealer,Manual,7,9.786294910578984
110821,24.343222011391305,Petrol,Individual,Automatic,10,9.925405900069771
127821,39.268350401505934,Petrol,Dealer,Manual,12,20.156915910894057
61821,24.95354391342076,CNG,Individual,Manual,7,20.21917989636368
78821,16.90837683639308,Diesel,Individual,Manual,6,10.735904814217914
53821,34.71903402630255,Petrol,Dealer,Automatic,5,28.679407501695373
76821,20.70615073659355,CNG,Individual,Automatic,8,15.24343239402424
235998,23.61856990455153,CNG,Individual,Automatic,18,9.234706843044334
85823,13.608594205669124,Diesel,Dealer,Manual,10,8.235779096776172
78820,17.559803319622016,Diesel,Dealer,Automatic,9,10.10178125642455
100822,25.34098798043681,Diesel,Dealer,Manual,15,8.74195252819322
113822,21.269905420391723,Petrol,Dealer,Manual,18,9.03867666758256
78821,38.33803655545379,CNG,Individual,Manual,8,28.250655971192863
127823,31.43691097048218,Diesel,Dealer,Manual,14,8.311413580170537
110820,26.62857070567252,Petrol,Dealer,Manual,9,9.60467489817276
67820,35.05732292789567,Petrol,Dealer,Automatic,6,25.233836635247364
83821,27.477198986832693,Diesel,Individual,Automatic,8,12.858106094134133
88846,28.17530891249094,CNG,Individual,Manual,11,14.527060417404542
41821,10.850324215848302,Diesel,Dealer,Manual,6,6.215867556984841
42922,9.004930956491231,Diesel,Dealer,Automatic,6,7.268852903813155
60522,12.518654387007292,Petrol,Individual,Manual,7,5.349279337247274
55322,11.207780543525988,Petrol,Individual,Manual,8,6.357008634093983
56822,8.108910883120382,Diesel,Dealer,Automatic,6,7.21265390157083
44822,9.840159791556852,Petrol,Individual,Automatic,7,6.222001745768819
47523,11.194582657928391,Petrol,Individual,Automatic,6,7.547525867058971
73822,10.099033957212104,Diesel,Individual,Manual,5,6.449044475831448
71821,10.63994652525446,Diesel,Dealer,Manual,9,6.004412429671882
45722,9.111960699893718,Petrol,Dealer,Manual,12,6.657368288683029
44824,9.830669613622932,Petrol,Individual,Manual,5,7.449842888101332
85319,11.479880239686995,Petrol,Dealer,Manual,7,6.988055048238771
45821,9.07299993154937,Petrol,Individual,Automatic,7,5.460077334448154
56821,10.152572997407583,Petrol,Dealer,Automatic,7,6.417480538615178
42322,9.685652950559088,Diesel,Individual,Automatic,4,6.151070176093311
39320,8.245106688459083,Diesel,Dealer,Automatic,8,6.369643607925851
53823,10.10382244637842,Diesel,Dealer,Manual,8,6.157861763448924
55422,11.549065568654235,Petrol,Individual,Automatic,6,7.68576290508161
58821,7.745270706034176,Petrol,Individual,Manual,7,3.8229075513724378
53823,8.756365972977568,Petrol,Individual,Manual,7,4.494456420751055
61821,10.450710757757824,Petrol,Individual,Automatic,7,6.457089632174894
53324,9.509433696331817,Diesel,Dealer,Automatic,10,5.905522357669171
52823,7.838233378872583,Petrol,Individual,Manual,5,5.087913791634608
39322,10.373980546184567,Petrol,Individual,Automatic,6,6.975189974021018
45521,7.910319075902103,Petrol,Individual,Manual,9,5.652837303737381
77421,9.953553885240702,Diesel,Individual,Manual,8,6.8072648089537084
113821,10.205627697941203,Petrol,Individual,Automatic,10,4.30945850183441
57824,8.446125848403147,Petrol,Individual,Manual,9,5.548825934566469
98822,9.531218574821173,Petrol,Individual,Automatic,11,5.030934889369565
88824,7.394777785088862,Petrol,Individual,Manual,14,6.091275498069637
73821,8.170851076267624,Diesel,Dealer,Manual,8,5.117020970858594
